timestamp,input,latency
24,Fake news,0.006865739822387695
24,Fake news,0.0015239715576171875
24,Fake news,0.001992940902709961
24,Fake news,0.002456188201904297
24,Fake news,0.0024950504302978516
24,Fake news,0.0022430419921875
24,Fake news,0.002229928970336914
24,Fake news,0.0018851757049560547
24,Fake news,0.0018241405487060547
24,Fake news,0.0018711090087890625
24,Fake news,0.0022249221801757812
24,Fake news,0.0023241043090820312
24,Fake news,0.0022830963134765625
24,Fake news,0.0022420883178710938
24,Fake news,0.0022618770599365234
24,Fake news,0.0022840499877929688
24,Fake news,0.0026056766510009766
24,Fake news,0.0024089813232421875
24,Fake news,0.0022809505462646484
24,Fake news,0.0023179054260253906
24,Fake news,0.0023050308227539062
24,Fake news,0.002313852310180664
24,Fake news,0.002301931381225586
24,Fake news,0.0023169517517089844
24,Fake news,0.002257108688354492
24,Fake news,0.002279043197631836
24,Fake news,0.0024559497833251953
24,Fake news,0.0024209022521972656
24,Fake news,0.002880096435546875
24,Fake news,0.002290010452270508
24,Fake news,0.002315044403076172
24,Fake news,0.0023250579833984375
24,Fake news,0.002315044403076172
24,Fake news,0.0023360252380371094
24,Fake news,0.002355813980102539
24,Fake news,0.002353191375732422
24,Fake news,0.0023276805877685547
24,Fake news,0.0023093223571777344
24,Fake news,0.0023238658905029297
24,Fake news,0.002443075180053711
24,Fake news,0.002377033233642578
24,Fake news,0.0024662017822265625
24,Fake news,0.0024187564849853516
24,Fake news,0.0024008750915527344
24,Fake news,0.0023758411407470703
24,Fake news,0.002290010452270508
24,Fake news,0.002357006072998047
24,Fake news,0.0023071765899658203
24,Fake news,0.0023789405822753906
24,Fake news,0.0024061203002929688
24,Fake news,0.002377033233642578
24,Fake news,0.0025191307067871094
24,Fake news,0.002402782440185547
24,Fake news,0.0024847984313964844
24,Fake news,0.004082918167114258
24,Fake news,0.0018999576568603516
24,Fake news,0.0014739036560058594
24,Fake news,0.0014698505401611328
24,Fake news,0.0014510154724121094
24,Fake news,0.0024268627166748047
24,Fake news,0.002468109130859375
24,Fake news,0.0024368762969970703
24,Fake news,0.002443075180053711
24,Fake news,0.002490997314453125
24,Fake news,0.002422809600830078
24,Fake news,0.002549886703491211
24,Fake news,0.0024449825286865234
24,Fake news,0.002460956573486328
24,Fake news,0.002452850341796875
24,Fake news,0.0030670166015625
24,Fake news,0.0026140213012695312
24,Fake news,0.002505064010620117
24,Fake news,0.002655029296875
24,Fake news,0.002473115921020508
24,Fake news,0.0024361610412597656
24,Fake news,0.002466917037963867
24,Fake news,0.0024361610412597656
24,Fake news,0.002532958984375
24,Fake news,0.0026051998138427734
24,Fake news,0.0026700496673583984
24,Fake news,0.0025391578674316406
24,Fake news,0.0025582313537597656
24,Fake news,0.0026819705963134766
24,Fake news,0.0025758743286132812
24,Fake news,0.002569913864135742
24,Fake news,0.0025882720947265625
24,Fake news,0.0025589466094970703
24,Fake news,0.002671957015991211
24,Fake news,0.0027399063110351562
24,Fake news,0.0026509761810302734
24,Fake news,0.0025870800018310547
24,Fake news,0.0025069713592529297
24,Fake news,0.0025169849395751953
24,Fake news,0.002543210983276367
24,Fake news,0.0027022361755371094
24,Fake news,0.0025620460510253906
24,Fake news,0.0030698776245117188
24,Fake news,0.0028121471405029297
24,Fake news,0.0022330284118652344
24,Fake news,0.0019829273223876953
24,I am Joey,0.0020339488983154297
24,I am Joey,0.0027158260345458984
24,I am Joey,0.0026769638061523438
24,I am Joey,0.002852201461791992
24,I am Joey,0.002904176712036133
24,I am Joey,0.002789020538330078
24,I am Joey,0.0027420520782470703
24,I am Joey,0.0029268264770507812
24,I am Joey,0.002777099609375
24,I am Joey,0.002769947052001953
24,I am Joey,0.0028061866760253906
24,I am Joey,0.002730846405029297
24,I am Joey,0.0026891231536865234
24,I am Joey,0.002682209014892578
24,I am Joey,0.002786874771118164
24,I am Joey,0.006453037261962891
24,I am Joey,0.003147125244140625
24,I am Joey,0.0029010772705078125
24,I am Joey,0.0028977394104003906
24,I am Joey,0.002877950668334961
24,I am Joey,0.002933025360107422
24,I am Joey,0.0028390884399414062
24,I am Joey,0.002878904342651367
24,I am Joey,0.0030410289764404297
24,I am Joey,0.0031080245971679688
24,I am Joey,0.0029838085174560547
24,I am Joey,0.003117084503173828
24,I am Joey,0.003505229949951172
24,I am Joey,0.003376007080078125
24,I am Joey,0.003130674362182617
24,I am Joey,0.0029702186584472656
24,I am Joey,0.0029158592224121094
24,I am Joey,0.0030362606048583984
24,I am Joey,0.0030601024627685547
24,I am Joey,0.002929210662841797
24,I am Joey,0.002907991409301758
24,I am Joey,0.0028939247131347656
24,I am Joey,0.002993345260620117
24,I am Joey,0.0028967857360839844
24,I am Joey,0.002871990203857422
24,I am Joey,0.0029420852661132812
24,I am Joey,0.0028748512268066406
24,I am Joey,0.0028891563415527344
24,I am Joey,0.0029540061950683594
24,I am Joey,0.003330230712890625
24,I am Joey,0.003367900848388672
24,I am Joey,0.0032770633697509766
24,I am Joey,0.0032041072845458984
24,I am Joey,0.0031609535217285156
24,I am Joey,0.0031719207763671875
24,I am Joey,0.003186941146850586
24,I am Joey,0.0031507015228271484
24,I am Joey,0.0031099319458007812
24,I am Joey,0.003133058547973633
24,I am Joey,0.0032279491424560547
24,I am Joey,0.0032949447631835938
24,I am Joey,0.0031828880310058594
24,I am Joey,0.003143787384033203
24,I am Joey,0.0032889842987060547
24,I am Joey,0.002329111099243164
24,I am Joey,0.002225160598754883
24,I am Joey,0.003229856491088867
24,I am Joey,0.003159761428833008
24,I am Joey,0.003114938735961914
