timestamp,input,latency
24,I am Joey,0.003911018371582031
24,I am Joey,0.003118276596069336
24,I am Joey,0.003159046173095703
24,I am Joey,0.0031957626342773438
24,I am Joey,0.003283977508544922
24,I am Joey,0.0032520294189453125
24,I am Joey,0.0031881332397460938
24,I am Joey,0.0031900405883789062
24,I am Joey,0.0034270286560058594
24,I am Joey,0.0032110214233398438
24,I am Joey,0.0031707286834716797
24,I am Joey,0.0031270980834960938
24,I am Joey,0.0038421154022216797
24,I am Joey,0.003134012222290039
24,I am Joey,0.0023000240325927734
24,I am Joey,0.0032029151916503906
24,I am Joey,0.0032808780670166016
24,I am Joey,0.0031630992889404297
24,I am Joey,0.0032639503479003906
24,I am Joey,0.0031931400299072266
24,I am Joey,0.0031228065490722656
24,I am Joey,0.003103017807006836
24,I am Joey,0.0031430721282958984
24,I am Joey,0.0032241344451904297
24,I am Joey,0.003206014633178711
24,I am Joey,0.0031681060791015625
24,I am Joey,0.003123044967651367
24,I am Joey,0.003134012222290039
24,I am Joey,0.0031538009643554688
24,I am Joey,0.0031359195709228516
24,I am Joey,0.0031418800354003906
24,I am Joey,0.0032851696014404297
24,I am Joey,0.0031540393829345703
24,I am Joey,0.0031309127807617188
24,I am Joey,0.003283262252807617
24,I am Joey,0.003256082534790039
24,I am not Joey,0.003130674362182617
24,I am not Joey,0.0031290054321289062
24,I am not Joey,0.00308990478515625
24,I am not Joey,0.0031392574310302734
24,I am not Joey,0.0030851364135742188
24,I am not Joey,0.003081083297729492
24,I am not Joey,0.0031549930572509766
24,I am not Joey,0.0036559104919433594
24,I am not Joey,0.0035839080810546875
24,I am not Joey,0.002454042434692383
24,I am not Joey,0.0023889541625976562
24,I am not Joey,0.003309965133666992
24,I am not Joey,0.0033431053161621094
24,I am not Joey,0.0039038658142089844
24,I am not Joey,0.0031769275665283203
24,I am not Joey,0.0031070709228515625
24,I am not Joey,0.002079010009765625
24,I am not Joey,0.0019788742065429688
24,I am not Joey,0.0018470287322998047
24,I am not Joey,0.002624988555908203
24,I am not Joey,0.0026030540466308594
24,I am not Joey,0.0025801658630371094
24,I am not Joey,0.0025300979614257812
24,I am not Joey,0.0024309158325195312
24,I am not Joey,0.0024480819702148438
24,I am not Joey,0.002425670623779297
24,I am not Joey,0.0023310184478759766
24,I am not Joey,0.002318143844604492
24,I am not Joey,0.0023071765899658203
24,I am not Joey,0.002402067184448242
24,I am not Joey,0.002257108688354492
24,I am not Joey,0.0023908615112304688
24,I am not Joey,0.002397775650024414
24,I am not Joey,0.0024368762969970703
24,I am not Joey,0.0023589134216308594
24,I am not Joey,0.002405881881713867
24,I am not Joey,0.002534151077270508
24,I am not Joey,0.0024509429931640625
24,I am not Joey,0.0023849010467529297
24,I am not Joey,0.0024487972259521484
24,I am not Joey,0.0024352073669433594
24,I am not Joey,0.002680063247680664
24,I am not Joey,0.0025200843811035156
24,I am not Joey,0.0024170875549316406
24,I am not Joey,0.0024650096893310547
24,I am not Joey,0.0023949146270751953
24,I am not Joey,0.0023779869079589844
24,I am not Joey,0.0023369789123535156
24,I am not Joey,0.0025148391723632812
24,I am not Joey,0.002432107925415039
24,I am not Joey,0.002418041229248047
24,I am not Joey,0.002454042434692383
24,I am not Joey,0.0024099349975585938
24,I am not Joey,0.0024139881134033203
24,I am not Joey,0.0024111270904541016
24,I am not Joey,0.002457141876220703
24,I am not Joey,0.0024662017822265625
24,I am not Joey,0.002471923828125
24,I am not Joey,0.002540111541748047
24,I am not Joey,0.0023958683013916016
24,I am not Joey,0.0023758411407470703
24,I am not Joey,0.002390146255493164
24,I am not Joey,0.00321197509765625
24,I am not Joey,0.002421855926513672
24,I am not Joey,0.0024051666259765625
24,I am not Joey,0.0025107860565185547
24,I am not Joey,0.0025069713592529297
24,I am not Joey,0.0024988651275634766
24,I am not Joey,0.002586841583251953
24,I am not Joey,0.0025060176849365234
24,I am not Joey,0.004105091094970703
24,I am not Joey,0.001964092254638672
24,I am not Joey,0.0016582012176513672
24,I am not Joey,0.0016388893127441406
24,I am not Joey,0.002743244171142578
24,I am not Joey,0.0026552677154541016
24,I am not Joey,0.0025331974029541016
24,I am not Joey,0.0025391578674316406
24,I am not Joey,0.002541780471801758
24,I am not Joey,0.0026841163635253906
24,I am not Joey,0.0029430389404296875
24,I am not Joey,0.0027458667755126953
24,I am not Joey,0.0026979446411132812
24,I am not Joey,0.002591848373413086
24,I am not Joey,0.0025751590728759766
24,I am not Joey,0.002598285675048828
24,I am not Joey,0.002640962600708008
24,I am not Joey,0.002691030502319336
24,I am not Joey,0.0026350021362304688
24,I am not Joey,0.0027179718017578125
24,I am not Joey,0.0029480457305908203
25,I am not Joey,0.00273895263671875
25,I am not Joey,0.002808094024658203
25,I am not Joey,0.0031490325927734375
25,I am not Joey,0.0028548240661621094
25,I am not Joey,0.0027289390563964844
25,I am not Joey,0.0027229785919189453
25,I am not Joey,0.0027348995208740234
25,I am not Joey,0.002691984176635742
25,I am not Joey,0.002675771713256836
25,Earth is flat,0.0026900768280029297
25,Earth is flat,0.002681255340576172
25,Earth is flat,0.0027599334716796875
25,Earth is flat,0.0027647018432617188
25,Earth is flat,0.002977132797241211
25,Earth is flat,0.0028960704803466797
25,Earth is flat,0.002808809280395508
25,Earth is flat,0.002809286117553711
25,Earth is flat,0.002791881561279297
25,Earth is flat,0.0027379989624023438
25,Earth is flat,0.002989053726196289
25,Earth is flat,0.0035719871520996094
25,Earth is flat,0.002955913543701172
25,Earth is flat,0.0028448104858398438
25,Earth is flat,0.002868175506591797
25,Earth is flat,0.0029020309448242188
25,Earth is flat,0.002936124801635742
25,Earth is flat,0.0031800270080566406
25,Earth is flat,0.003027200698852539
25,Earth is flat,0.0030868053436279297
25,Earth is flat,0.002888917922973633
25,Earth is flat,0.0029077529907226562
25,Earth is flat,0.002855062484741211
25,Earth is flat,0.0028121471405029297
25,Earth is flat,0.002869129180908203
25,Earth is flat,0.0031921863555908203
25,Earth is flat,0.003874063491821289
25,Earth is flat,0.0031669139862060547
25,Earth is flat,0.003412008285522461
25,Earth is flat,0.0031108856201171875
25,Earth is flat,0.003017902374267578
25,Earth is flat,0.0032777786254882812
25,Earth is flat,0.003206014633178711
25,Earth is flat,0.0031862258911132812
25,Earth is flat,0.0038890838623046875
25,Earth is flat,0.003136873245239258
25,Earth is flat,0.0031223297119140625
25,Earth is flat,0.0031709671020507812
25,Earth is flat,0.0030939579010009766
25,Earth is flat,0.0031309127807617188
25,Earth is flat,0.0031800270080566406
25,Earth is flat,0.0032770633697509766
25,Earth is flat,0.0031518936157226562
25,Earth is flat,0.0032300949096679688
25,Earth is flat,0.0033020973205566406
25,Earth is flat,0.0032329559326171875
25,Earth is flat,0.003184080123901367
25,Earth is flat,0.003116130828857422
25,Earth is flat,0.0031409263610839844
25,Earth is flat,0.0031731128692626953
25,Earth is flat,0.0031881332397460938
25,Earth is flat,0.003171205520629883
25,Earth is flat,0.003058195114135742
25,Earth is flat,0.0031812191009521484
25,Earth is flat,0.003901958465576172
25,Earth is flat,0.003735065460205078
25,Earth is flat,0.0024881362915039062
25,Earth is flat,0.002296924591064453
25,Earth is flat,0.0032711029052734375
25,Earth is flat,0.0033578872680664062
25,Earth is flat,0.003981828689575195
25,Earth is flat,0.003196239471435547
25,Earth is flat,0.0031380653381347656
25,Earth is flat,0.003158092498779297
25,Earth is flat,0.0031082630157470703
25,Earth is flat,0.003111124038696289
25,Earth is flat,0.0031387805938720703
25,Earth is flat,0.0030870437622070312
25,Earth is flat,0.003061056137084961
25,Earth is flat,0.003320932388305664
25,Earth is flat,0.0033740997314453125
25,Earth is flat,0.003231048583984375
25,Earth is flat,0.0032529830932617188
25,Earth is flat,0.0035779476165771484
25,Earth is flat,0.0030319690704345703
25,Earth is flat,0.0024750232696533203
25,Earth is flat,0.0032508373260498047
25,Earth is flat,0.003117799758911133
25,Earth is flat,0.0031380653381347656
25,Earth is flat,0.0031118392944335938
25,Earth is flat,0.0032989978790283203
25,Earth is flat,0.0031270980834960938
25,Earth is flat,0.003198862075805664
25,Earth is flat,0.0032889842987060547
25,Earth is flat,0.003448009490966797
25,Earth is flat,0.003323078155517578
25,Earth is flat,0.003239870071411133
25,Earth is flat,0.003162860870361328
25,Earth is flat,0.0031290054321289062
25,Earth is flat,0.003130674362182617
25,Earth is flat,0.003259897232055664
25,Earth is flat,0.0036699771881103516
25,Earth is flat,0.0034639835357666016
25,Earth is flat,0.002882719039916992
25,Earth is flat,0.002737283706665039
25,Earth is flat,0.0028138160705566406
25,Earth is flat,0.0025289058685302734
25,Earth is flat,0.0022687911987304688
25,Earth is flat,0.003409862518310547
25,Earth is flat,0.003156900405883789
